	cluster	degree
Fbxl3	3	3506
Fbxl4	1	32
Fbxl5	3	1987
Fbxl6	2	39
Fbxl7	1	945
Fbxl8	1	650
Fbxo10	2	485
Fbxo11	0	315
Fbxo15	3	41
Fbxo16	1	9
Fbxo17	5	174
Fbxo2	1	197
Fbxo21	3	3372
Fbxo22	3	1421
Fbxo25	2	1185
Fbxo28	2	1586
Fbxo3	3	3309
Fbxo30	3	2559
Fbxo31	0	152
Fbxo32	1	374
Fbxo33	4	1861
Fbxo34	0	1499
Fbxo38	4	1202
Fbxo4	3	2143
Fbxo41	0	1460
Fbxo42	0	849
Fbxo44	0	1026
Fbxo45	2	2582
Fbxo46	2	242
Adat1	2	3
Fbxo48	3	2987
Fbxo5	3	2983
Fbxo6	4	97
Fbxo7	4	104
Fbxo8	3	1000
Fbxo9	3	2127
Fbxw11	2	2461
Fbxw17	4	121
Fbxw2	4	87
Fbxw4	3	1137
Fbxw5	0	164
Fbxw7	0	333
Fbxw8	3	3414
Fbxw9	0	149
Fcer1g	1	58
Fcf1	3	977
Fcgr1a	1	66
Fcgr2a	1	9
Fcgr2b	1	6
Fcgr3a	1	86
Fcgrt	4	260
Fcho1	0	1147
Fcho2	0	394
Fchsd1	3	2775
Fchsd2	0	50
Fcna	1	7
Fcnb	1	6
Fcsk	2	616
Fdft1	4	353
Fam221a	4	2
Fdx1	3	751
Fdx2	0	785
Fdxacb1	3	1759
Fdxr	4	481
Fech	4	7
Fem1a	2	2243
Fem1b	2	572
Fem1c	3	3304
Fen1	4	1905
Fer	5	30
Fermt2	1	382
Fermt3	1	92
Fes	1	74
Fez1	3	2276
Fezf2	0	1259
Fgd1	0	341
Fgd2	1	55
Fgd3	1	190
Fgd4	2	1548
Fgd5	1	34
Fgd6	0	998
Fgf1	1	944
Fgf10	1	1189
Fgf11	3	3027
Fgf12	0	286
Fgf13	0	1423
Fgf14	2	1516
Fgf18	1	59
Fgf2	0	1038
Fgf22	3	42
Fgf5	0	141
Fgf9	3	3102
Fgfr1	3	3060
Fgfr1op2	0	926
Fgfr2	1	896
Fgfr3	1	361
Fgfrl1	1	43
Fggy	1	8
F2rl1	5	7
Fgl2	1	901
Fgr	3	1072
Fh	3	2317
Fhad1	1	17
Fhdc1	1	1052
Fhip1b	0	1405
Fhip2a	2	758
Fhip2b	2	2342
Fhit	0	73
Fhl1	2	819
Fhl2	0	1359
Fhl4	1	11
Fhod1	1	60
Cdc25b	1	7
Fhod3	0	1519
Fibcd1	0	1104
Fibin	3	2997
Fibp	4	268
Ficd	2	2214
Fig4	0	272
Fign	1	82
Filip1	1	14
Filip1l	5	80
Fip1l1	2	1816
Fis1	1	604
Fitm2	3	3258
Fiz1	2	567
Fjx1	0	1213
Fkbp10	1	77
Fkbp11	0	1518
Fkbp14	1	1532
Fkbp15	2	541
Fkbp1a	0	1253
Fkbp1b	0	833
Fkbp3	0	6
Dynlt3	0	5
Fkbp4	3	2737
Fkbp5	1	46
Fkbp7	5	17
Fkbp8	0	171
Fkbp9	1	47
Fkbpl	4	69
Fkrp	0	331
Fktn	2	144
Flacc1	5	240
Flad1	4	260
Flcn	3	2610
Fli1	1	48
Flii	1	1329
Flna	1	222
Flnb	1	111
Flnc	1	2144
Flot1	4	456
Flot2	0	43
Flrt1	0	1370
Flrt2	0	1534
Flrt3	2	1692
Flt1	1	8
Flt3	3	2690
Flt4	0	27
Flvcr1	1	1534
Flvcr2	1	27
Flywch1	4	621
Fmc1	3	2326
Fmn1	0	8
Fmnl1	0	983
Fmnl2	1	274
Fabp7	1	6
Fmnl3	1	86
Fmo1	1	26
Fmo2	1	34
Fmo3	1	2
Fmo4	1	91
Fmod	1	119
Fmr1	2	230
Fn1	1	73
Fn3k	4	51
Fn3krp	3	2983
Fnbp1	1	2327
Fnbp1l	0	1552
Fnbp4	2	593
Fndc1	0	48
Fndc3a	2	1672
Fndc3b	1	105
Fndc5	3	2229
Fndc7	3	1131
Fndc9	0	4
Fnip2	3	2581
Fnta	3	2752
Focad	0	1353
Folh1	1	663
Folr1	3	138
Folr2	1	46
Fos	0	524
Fosb	0	1452
Fosl2	0	1291
Foxa1	5	254
Foxc1	1	31
Foxc2	1	96
Foxd1	1	99
Foxf1	5	2
Foxf2	1	7
Foxg1	0	1359
Foxi2	5	296
Foxj2	2	1759
Foxj3	2	1264
Foxk1	0	1136
Foxk2	0	1192
Foxn2	3	1925
Foxn3	3	2474
Foxo1	2	111
Foxo3	2	2179
Foxo4	1	350
Foxo6	0	1214
Foxp1	0	1439
Foxp2	0	8
Foxp4	2	361
Foxred1	5	221
Foxred2	2	2046
Foxs1	1	7
Fpgs	1	44
Fpgt	3	1473
Fpr-rs4	5	448
Fpr1	5	394
Fra10ac1	2	2572
Fras1	0	1584
Frat1	3	2975
Frat2	3	3171
Frem2	0	1454
Frg1	3	2268
Frmd4a	0	354
Frmd4b	1	303
Frmd5	1	1796
Frmd6	2	701
Frmd8	1	836
Frmpd1	0	347
Frmpd3	0	672
Frmpd4	0	1158
Frrs1	5	387
Frrs1l	0	308
Frs2	2	622
Frs3	1	232
Fry	2	563
Fryl	1	789
Frzb	0	1119
Fscn1	0	1428
Fsd1	0	65
Fsd1l	2	978
Fsip1	1	7
Fst	0	1339
Fstl1	1	385
Fstl4	0	1118
Fstl5	3	2776
Ftcd	0	28
Fth1	1	444
Ftl1	1	64
Fto	2	1279
Ftsj1	3	2650
Ftsj3	4	383
Fubp1	2	2327
Fubp3	2	1157
Fuca1	1	1051
Fuca2	1	736
Fundc1	1	1917
Fundc2	3	2775
Fuom	1	10
Furin	2	589
Fus	2	2187
Fut10	1	90
Fut11	3	2349
Fut4	1	604
Fut8	3	2401
Fut9	2	394
Fuz	4	66
Fv1	4	87
Fxr1	3	2511
Fxr2	4	2247
Fxyd1	3	1848
Fxyd2	1	70
Fxyd5	1	21
Angptl4	1	3
Fxyd6	0	118
Fxyd7	2	80
Fyb1	1	41
Fyco1	1	282
Fyn	2	166
Fyttd1	2	320
Fzd1	3	3093
Fzd10	1	210
Fzd2	0	106
Fzd3	0	1439
Fzd4	2	1
AABR07062154.1	2	2
Fzd5	1	253
Fzd6	1	88
Fzd7	3	2767
Fzd8	0	1201
Fzd9	1	35
Fzr1	2	428
G0s2	4	25
G2e3	2	984
G3bp1	4	213
G3bp2	4	438
G4	4	2249
G6pc3	4	570
Gaa	1	300
Gab1	1	832
Gab2	1	685
Gabarap	4	582
Gabarapl1	0	286
Gabarapl2	3	2209
Gabbr1	0	25
Gabbr2	0	1017
Gabpa	2	2875
Gabpb1	3	2931
Gabpb2	3	2825
Gabra1	2	245
Gabra2	0	1573
Gabra3	0	1533
Gabra4	0	1414
Gabra5	0	1093
Gabra6	3	2263
AABR07047593.1	3	3
Gabrb1	0	1527
Gabrb2	2	595
Gabrb3	0	1363
Gabrd	3	2004
Gabrg1	1	38
Gabrg2	2	475
Gabrg3	5	431
Gabrq	1	134
Gad1	2	1705
Gad2	2	553
Gadd45a	3	2814
Gadd45b	0	23
Gadd45g	1	32
Gadd45gip1	4	1267
Gak	4	1215
Gal	3	2253
Gal3st1	1	330
Gal3st3	2	92
Gal3st4	1	31
Galc	1	40
Gale	4	1042
Galk1	0	49
Galk2	0	64
Galm	1	3
Galns	1	107
Galnt1	1	1063
Galnt10	1	2088
Galnt11	3	2633
Galnt13	3	3118
Galnt14	0	156
Galnt15	1	603
Galnt16	0	541
Galnt17	3	2154
Galnt18	0	1500
Galnt2	4	205
Galnt6	1	455
Galnt7	3	2694
Galnt9	0	24
Galntl6	5	233
C4bpb	5	5
Galr1	1	222
Galr2	3	1699
Gamt	1	201
Gan	1	109
Ganab	4	1287
Ganc	1	401
Gap43	0	1195
Gapdh	4	188
Gapvd1	2	1018
Gar1	2	56
Garem1	2	92
Garem2	1	68
Garnl3	2	51
Garre1	1	1576
Gars	4	948
Gart	4	775
Gas2	1	121
Gas2l1	0	733
Gas6	4	1829
Gas7	2	289
Gas8	2	114
Gask1a	5	198
Gask1b	0	1163
Gata2	1	19
Gata3	5	2
Gatad1	2	86
Gatad2a	3	3036
Gatad2b	2	440
Gatb	3	18
Gatc	3	2849
Gatd1	2	24
Gatd3a	4	983
Gatm	1	737
Gba	0	749
Gba2	2	2040
Gbf1	2	2205
Gbp2	1	135
Gbp5	1	53
Gbp6	5	198
Gbp7	1	131
Gca	0	1035
Gcat	3	1374
Gcc1	2	1660
Gcc2	2	299
Gcdh	4	81
Gcfc2	2	357
Gch1	1	448
Gchfr	3	1446
Gclc	0	52
Gclm	3	2540
Gcm2	5	423
Gcn1	2	608
Gcnt1	3	2749
Gcnt2	0	1366
Gcnt4	0	14
Gcsh	3	1292
Gda	0	1415
Gdap1	2	341
Gdap1l1	2	895
Gdap2	2	142
Gde1	4	162
Gdf1	0	1477
Gdf10	3	2447
Gdf11	3	1342
Gdi1	4	598
Gdi2	4	1526
Gdpd1	3	1255
Gdpd2	1	1415
Gdpd3	4	5
Gdpd5	3	2223
Gdpgp1	2	1020
Gem	1	24
Gemin2	3	2474
Gemin5	2	372
AC097183.1	2	5
Gemin7	4	666
Gemin8	4	174
Get1	3	2080
Get4	3	2679
Gfap	1	1290
Gfer	3	2562
Gfm1	3	3256
Gfm2	0	438
Gfod1	0	366
Gfod2	2	1393
Gfpt1	2	452
Gfpt2	1	13
Gfra2	0	703
Gfra4	0	182
Gfus	3	1260
Gga1	2	1289
Gga2	1	281
Gga3	0	671
Ggct	3	1481
Ggcx	2	974
Ggh	3	1096
Ggnbp2	2	1372
Ggps1	1	1663
Ggt1	1	25
Ggt7	4	365
Ggta1	1	17
Ghdc	1	1
Ghitm	4	1432
Ghr	0	1006
Ghrh	5	362
Gid4	2	119
Gid8	3	3238
Gigyf1	2	633
Gigyf2	3	360
Gimap5	1	4
Gimap6	3	1926
Gimap7	1	25
Gimap8	5	117
Gimap9	5	19
Gin1	2	279
Ginm1	3	2202
Gins2	5	94
AABR07028997.1	5	2
Gins3	2	95
Gins4	4	29
Giot1	5	43
Akr1b10	5	2
Gipc1	4	153
Gipr	0	21
Git1	0	1214
Git2	2	2263
Gja1	0	439
Gja4	1	13
Ajuba	1	2
Gjb1	1	1233
Gjb2	1	89
Gjb6	1	369
Gjc2	1	792
Gjc3	5	53
Gjd2	3	3003
Gk	2	2815
Gk5	1	270
Gkap1	3	2364
Gla	4	1029
Glb1	3	2782
Glcci1	3	3429
Glce	0	817
Gldc	0	840
Gldn	0	40
Gle1	3	2114
Glg1	2	1797
Gli1	3	2192
Gli2	5	80
Gli3	0	1212
Gli4	3	2427
Glipr1	1	175
Glipr2	1	299
Glis1	1	39
Glis2	1	73
Glis3	0	661
Glmp	1	695
Glo1	4	5
Glod4	4	191
Glod5	3	478
Glp1r	1	400
Glra1	1	1733
Glra2	0	30
Glra3	1	326
Glrb	4	234
Glrx	0	442
Glrx2	0	704
Glrx3	1	105
Bcap29	1	2
Glrx5	4	109
Gls	0	1385
Gls2	4	2
Glt1d1	4	953
Glt8d1	5	35
Glt8d2	0	1490
Gltp	1	828
Glud1	1	196
Glul	1	71
Glycam1	1	21
Efcab1	1	1
Glyctk	4	10
Glyr1	4	434
Gm10337	5	21
Gm11100	5	256
Gm14137	1	22
Gm2a	1	1184
Gm4131	5	131
Gm45871	2	1638
Gm45902	2	1704
Gm48552	5	1
Gm5136	5	268
Gm525	1	1
Gm5471	4	13
Gm6569	0	208
Gmds	1	218
Gmeb1	2	866
Gmeb2	2	2478
Gmfb	1	238
Gmfg	1	31
Gmip	2	11
Gmnn	3	2694
Gmppa	2	60
Gmppb	4	1019
Gmpr	1	115
Gmpr2	1	783
Gmps	2	2795
Gna11	0	1393
Gna12	1	405
Gna13	1	217
Gna15	1	31
Gnai1	2	980
Gnai2	1	128
Gnai3	1	1482
Gnal	1	92
Gnao1	0	1012
Gnaq	0	528
Gnas	1	141
Gnaz	0	1563
Gnb1	0	1568
Gnb1l	4	820
Gnb2	0	707
Gnb3	1	105
Gnb5	4	786
Gne	2	409
Gng11	1	56
Gng12	1	579
Gng14	1	29
Gng3	0	210
Gng4	0	287
Gng5	1	140
Gng8	1	379
Gnl1	0	1413
Gnl2	2	1136
Gnl3	4	25
Gnl3l	2	1135
Gnmt	3	2054
Gnpat	4	328
Gnpda1	0	154
Gnpda2	1	1980
Gnpnat1	3	1541
Gnptab	0	645
Gnptg	2	110
Gnrh1	1	97
Gns	1	1518
Golga1	2	476
Golga2	2	2186
Golga3	4	119
Golga5	4	1757
Golga7	1	528
Golga7b	0	276
Golgb1	2	457
Golim4	3	2615
Golm1	1	57
Golm2	2	19
Golph3	2	2032
Golph3l	2	3080
Golt1b	3	2174
Gon4l	2	1108
Gon7	3	1298
Gopc	2	1049
Gorab	2	231
Gorasp1	0	60
Gorasp2	2	498
Gosr1	2	1260
Gosr2	1	45
Got1	4	1263
Got2	4	1089
Gpaa1	4	866
Gpalpp1	2	89
Gpam	0	248
Gpank1	3	2083
Gpat3	1	138
Gpat4	3	2892
Gpatch1	2	1195
Gpatch11	2	1099
Gpatch2	1	71
Gpatch2l	2	1515
Gpatch3	2	2096
Gpatch4	1	50
Gpatch8	2	1368
Gpbp1	2	2626
Gpbp1l1	1	758
Gpc1	1	5
Gpc3	1	135
Gpc4	0	270
Gpc5	0	877
Gpc6	0	1199
Gpcpd1	2	866
Gpd1	1	1521
Gpd1l	0	1619
Gpd2	0	562
Gper1	1	11
Gpha2	1	17
Gphn	2	2590
Gpi	0	346
Gpkow	3	2940
Gpld1	1	716
Gpm6a	0	801
Gpm6b	3	142
Gpn1	4	1467
Gpn2	2	1642
Gpn3	4	2454
Gpnmb	1	36
Gpr101	1	203
Gpr107	2	2189
Gpr108	2	1609
Gpr12	5	288
Gpr135	0	297
Gpr137	0	831
Gpr137b	1	1920
Gpr137c	2	1010
Gpr139	1	672
Gpr146	1	105
Gpr149	1	76
Gpr15	5	188
Gpr150	4	114
Gpr153	2	11
Gpr155	2	2459
Gpr157	2	1269
Gpr158	2	470
Gpr161	1	126
Gpr165	1	355
Gpr17	0	941
Gpr176	0	511
Gpr180	2	178
Gpr182	3	980
Gpr183	1	101
Gpr19	3	709
Gpr21	5	153
Gpr22	3	1340
Gpr26	0	1309
Gpr27	0	439
Akt1s1	0	8
Gpr3	1	6
Gpr34	0	221
Gpr37	1	532
Gpr37l1	3	1612
Gpr4	0	45
Gpr45	0	1279
Gpr52	0	1289
Gpr6	0	1268
Gpr61	0	1563
Gpr62	1	809
Gpr63	3	2592
Gpr68	3	2548
Gpr75	3	2617
Gpr83	0	1129
Gpr84	0	6
Gpr85	2	362
Gpr88	0	1333
Gpr89b	2	1527
Gprasp1	4	445
Gprasp2	4	311
Gprc5b	1	1361
Gprc5c	3	2660
Gprin1	0	1486
Gprin2	1	290
Gprin3	2	60
Enox2	2	1
Gps1	4	1146
Gps2	2	2101
Gpsm1	3	2255
Gpsm2	0	1321
Gpsm3	1	52
Gpt2	0	156
Gpx1	1	482
Gpx4	1	163
Catsper2	1	6
Gpx5	5	61
Gpx8	1	58
Gramd1a	0	1006
Gramd1b	2	701
Gramd1c	0	765
Gramd2b	0	806
AABR07003049.1	0	9
Gramd4	2	321
Grap	1	14
Grap2	5	4
Grb10	0	234
Grb14	1	44
Grb2	2	648
Grb7	3	2760
Greb1l	3	2981
Grem1	0	1294
Grem2	0	640
Grhl1	2	16
Grhpr	4	797
Gria1	2	95
Gria2	0	1552
Gria3	0	1535
Gria4	3	2881
Grid1	0	1220
Grid2	3	3142
Grid2ip	3	2201
Grifin	3	1588
Grik1	3	1750
Grik2	3	2398
Grik3	0	341
Grik4	1	151
Grik5	0	1526
Grin1	0	611
Grin2a	0	1421
Grin2b	0	1660
Grin2c	3	2446
Grin2d	1	208
Grin3a	0	217
Grina	4	2122
Grip1	0	1106
Grip2	1	312
Gripap1	0	294
Grk2	2	37
Grk3	2	200
Grk4	5	219
Grk5	0	6
Grk6	0	12
Grm1	3	3203
Grm2	0	677
Grm3	0	1192
Grm4	3	2409
Grm5	0	1577
Grm6	5	274
Grm7	0	1559
Grm8	0	719
Grn	1	56
Grp	0	627
Grpel1	4	462
Grpel2	2	16
Grpr	0	115
Grsf1	4	810
Grwd1	2	1347
Grxcr1	0	136
Gsdma	5	360
Gsdmd	1	194
Gsdme	3	2757
Gse1	0	78
Gsg1l	0	1412
Gsk3a	0	1384
Gsk3b	2	143
Gskip	3	1701
Gsn	1	671
Gspt1	2	734
Gspt2	0	296
Gsr	4	28
Gss	3	1967
Gsta1	1	63
Gsta2	5	217
Gsta6	1	39
Gstcd	3	2090
Gstk1	1	1246
Gstm2	0	1244
Gstm3	1	21
Gstm4	4	4
Gstm6l	1	122
Gsto1	4	18
Gsto2	5	49
Gstp1	1	389
Gstt1	4	1
Gstt2	3	2545
Gstt3	1	63
Gstz1	1	94
Gtdc1	0	1377
Gtf2a1	2	3382
Gtf2a1l	5	403
Gtf2a2	3	2503
Gtf2b	4	1239
Gtf2e1	1	1673
Gtf2e2	3	2122
Gtf2f2	0	10
Gtf2h1	2	1152
Gtf2h2	3	2629
Gtf2h3	2	186
Gtf2h5	3	2348
Gtf2i	2	378
Gtf2ird1	2	1499
Gtf2ird2	2	303
Gtf3a	1	2
Gtf3c1	2	1378
Gtf3c2	2	1451
Gtf3c3	2	2009
Gtf3c4	2	2574
Gtf3c5	2	852
Gtf3c6	3	1422
Gtpbp1	2	2587
Gtpbp10	0	11
Gtpbp2	2	601
Gtpbp3	4	333
Gtpbp4	2	2931
Gtpbp6	0	73
Gtpbp8	3	2538
Gtse1	1	176
Guca2a	5	30
Gucd1	3	2086
Gucy1a1	0	1522
Gucy1a2	3	86
Gucy1b1	0	1465
Guf1	2	631
Guk1	0	1003
Gulp1	3	2022
Gusb	3	1915
Gvin1	5	178
Gxylt1	2	1395
Gxylt2	0	15
Gyg1	1	587
Gypa	1	13
Ahsp	1	2
Gypc	0	1268
Gys1	2	1757
Gzf1	2	414
Gzmm	0	474
H1f0	3	2689
H1f10	0	7
H1f2	1	552
H1f4	4	31
H1f5	3	119
H2aj	4	243
H2ax	4	715
H2az1	0	39
H2az2	3	1504
H2bc1	5	372
H2bc18	3	1790
H2bu1	4	297
H3c1	4	2
H3f3a	3	2918
H3f3c	3	1426
H4f3	4	32
H6pd	3	3240
Habp4	4	79
H1f1	4	3
Hacd1	3	73
Hacd2	1	296
AABR07009105.1	1	7
Hacd3	4	150
Hacd4	3	446
Hace1	0	326
Hacl1	3	1357
Hadh	1	69
Hadha	4	2392
Hadhb	1	646
Hagh	4	1421
Haghl	3	1127
Hap1	1	93
Hapln1	0	1233
Hapln2	1	439
Hapln3	0	1154
Hapln4	4	999
Gna14	4	3
Hars1	4	639
Hars2	0	60
Haspin	2	374
Hat1	3	3372
Haus1	3	59
Haus3	3	2549
Haus4	4	1715
Haus5	3	2558
Haus6	3	2350
Haus7	3	2027
Haus8	3	1877
Havcr2	0	35
Hax1	4	730
Hba-a2	1	8
Hba-a3	1	1
Hbb-b1	1	23
Hbegf	2	901
Hbp1	3	2127
Hbs1l	3	3061
Hcar1	1	5
Hccs	3	2253
Hcfc1	0	316
Hcfc1r1	0	52
Hcfc2	2	204
Hck	1	53
Hcls1	1	75
Hcn1	2	647
Hcn2	1	538
Hcn3	0	46
Hcn4	0	28
Hcrt	3	273
Hcrtr1	1	32
Ccdc148	1	2
Hcrtr2	1	65
Hcst	1	7
Hdac1	3	2731
Hdac10	2	64
Hdac11	0	142
Hdac2	2	638
Hdac3	4	33
Hdac4	0	1213
Hdac5	0	17
Hdac6	4	253
Hdac7	5	113
Hdac8	3	2487
Hdac9	0	1538
Hddc2	3	1730
Fxn	3	3
Hddc3	3	1221
Hdgf	2	2292
Hdgfl2	4	519
Hdgfl3	0	1055
Hdhd2	3	2287
Hdhd3	1	1716
Hdhd5	3	559
Hdlbp	2	1613
Hdx	3	794
Heatr1	2	933
Heatr3	2	480
Heatr5a	1	2217
Heatr5b	0	694
Heatr6	2	3059
Hebp1	0	1192
Hebp2	1	456
Heca	0	33
Hectd1	2	2395
Hectd2	0	65
Hectd3	2	1234
Hectd4	0	731
Hecw1	0	39
Hecw2	0	1396
Heg1	1	861
Helb	1	148
Hells	3	2899
Helq	3	2866
Helz	2	466
Helz2	1	21
Hemgn	1	4
Hemk1	0	11
Henmt1	2	27
Hepacam	1	306
Heph	1	167
Herc1	0	563
Herc2	0	464
Herc3	0	593
Herc4	2	32
Herc6	0	504
Herpud1	4	1035
Herpud2	3	1908
Hes1	0	1331
Hes3	3	2312
Hes5	0	1141
Hes6	4	31
Hexa	4	156
Hexd	3	1924
Hexim1	2	1910
Hexim2	3	3208
Hey1	1	815
Hey2	0	99
Heyl	0	138
Hfe	1	19
Hfm1	0	718
Hgf	0	811
Hgh1	3	3223
Hgs	2	587
Hgsnat	4	1780
Hhat	1	240
Hhatl	1	591
Hhip	1	781
Hhipl1	0	1500
Hiatl3	2	1687
Hibadh	1	981
Hibch	3	697
Hic1	1	1
Hic2	5	174
Hid1	2	578
Hif1a	3	3639
Hif1an	2	408
Hif3a	1	28
Higd1a	4	36
Higd2a	4	170
Hikeshi	3	751
Hinfp	2	1478
Hint2	4	426
Hint3	4	225
Hip1	1	1591
Hip1r	1	159
Hipk1	3	2254
Hipk3	3	1430
Hira	0	656
Hirip3	2	694
Hist1h2ail1	4	18
Hist1h2an	0	1
Hist1h2ak	0	3
Hist1h2bq	1	30
Hist1h3b	0	83
Hist1h4m	3	207
Hist2h3c2	4	52
Hist3h2a	3	1663
Hist3h2ba	3	1301
Hivep1	5	55
Hivep2	0	1082
Hivep3	0	1170
Hk1	0	537
Hlcs	3	1806
Hlf	0	1325
Hltf	3	2936
Hm13	4	1312
Hmbox1	1	272
Hmbs	4	22
Hmces	4	1514
Hmcn1	1	40
Hmg20a	2	465
Hmg20b	1	379
Hmga1	1	15
Hmgb1	2	16
Hmgb2l1	3	1862
Hmgb3	2	74
Hmgcl	4	635
Hmgcll1	0	111
Hmgcr	0	1107
Hmgcs1	0	867
Hmgcs2	3	918
Hmgn1	3	54
Hmgn2	1	515
Hmgn3	2	38
Hmgxb3	0	610
Hmgxb4	3	3472
Hmmr	2	90
Hmox1	1	105
Hmox2	4	1598
Hnmt	0	1295
Hnrnpa0	4	788
Hnrnpa1	2	2821
Hnrnpa2b1	2	1037
Hnrnpa3	2	2795
Hnrnpab	4	642
Hnrnpc	3	1122
Hnrnpd	2	2352
Hnrnpdl	2	541
Hnrnpf	3	2471
Hnrnph1	3	2891
Hnrnph2	2	1039
Hnrnph3	3	1438
Hnrnpk	2	2400
Hnrnpl	2	5
Hnrnpll	2	1399
Hnrnpm	2	2727
Hnrnpr	2	1246
Hnrnpu	2	800
Hnrnpul1	2	2321
Hnrnpul2	2	1128
Hoga1	5	195
Homer1	0	831
Homer2	0	1121
Homer3	3	2370
Homez	2	2371
Hook1	2	273
Hook2	0	10
Hopx	1	6
Hoxa2	1	1001
Hoxa3	1	1125
Hoxa4	1	1361
Hoxa5	1	927
Hoxa6	1	534
Hoxa7	5	59
Hoxb2	1	1163
Hoxb3	1	944
Clec1b	1	5
Hoxb4	1	692
Hoxb5	1	744
Hoxb6	1	1094
Hoxb7	1	352
Hoxb8	1	682
Hoxc4	1	888
Hoxc6	1	526
Hoxc8	5	325
Hoxd3	1	1125
Hoxd4	1	972
Hp1bp3	2	732
Hpca	0	1415
Hpcal1	3	3023
Hpcal4	0	1396
Hpdl	1	132
Hpgd	5	16
Hpgds	5	20
Hpn	3	978
Hprt1	3	453
Hps1	5	217
Hps3	2	479
Hps4	2	1251
Hps5	5	240
Hps6	4	870
Hpse	1	161
Hpse2	5	306
Hr	3	2715
Hras	0	1282
Hrc	3	22
Hrh1	0	258
Hrh2	0	1285
Hrh3	0	1453
Hs1bp3	1	266
Hs2st1	0	1233
Hs3st1	3	2934
Hs3st2	0	1361
Hs3st3b1	1	28
Hs3st4	0	1393
Hs3st5	1	98
Hs6st1	2	3023
Hs6st2	1	225
Hs6st3	0	1526
Hsbp1	0	9
Hsbp1l1	3	1481
Hscb	3	1562
Hsd11b1	3	19
Hsd17b10	1	85
Hsd17b11	1	422
Hsd17b12	3	2413
Hsd17b13	0	402
Hsd17b14	3	2366
Hsd17b4	1	2769
Hsd17b7	0	55
Hsd17b8	3	1842
Hsdl1	4	721
Hsdl2	1	1484
Hsf1	2	673
Hsf2	2	1472
Hsf4	1	1971
Hsp90aa1	4	189
Hsp90ab1	4	317
Hsp90b1	4	233
Hspa12a	0	1285
Hspa13	4	453
Hspa14	3	1557
Hspa2	1	219
Hspa4	2	996
Hspa4l	3	2892
Hspa5	4	462
Hspa8	4	1306
Hspa9	4	1879
Hspb1	1	522
Hspb11	3	158
Hspb2	1	5
Hspb6	3	2133
Hspb8	1	75
Hspbap1	3	2804
Hspbp1	0	360
Hspd1	4	608
Hspe1	1	36
Hsph1	0	539
Htatip2	0	738
Htatsf1	2	1831
Htr1a	0	850
Htr1b	2	168
Htr1d	0	37
Htr1f	0	1307
Htr2a	0	1396
Htr2c	1	127
Htr3a	0	307
Htr4	1	58
Htr5a	0	1361
Htr5b	1	43
Htr6	0	1568
Htr7	1	170
Htra1	1	56
Htra2	0	188
Htra3	1	88
Htra4	5	273
Htt	2	510
Hunk	2	99
Hus1	1	108
Huwe1	0	1090
Hvcn1	5	47
Hyal1	4	2
Hyal2	4	240
Hyal3	1	43
Hydin	1	6
Hyi	3	2146
Hyls1	3	1213
Hyou1	4	823
Hypk	2	48
Iah1	3	1064
Iars1	4	888
Iars2	1	6
Iba57	2	322
Ibtk	2	2447
Ica1	2	1019
Ica1l	0	1428
Icam1	1	89
Icam2	1	24
Icam5	0	1357
Ice1	0	706
Ice2	3	2490
Icmt	3	3035
Icoslg	4	10
Id1	1	75
Id2	3	1526
Id3	0	138
Id4	1	990
Ide	3	2760
Idh1	1	132
Idh2	1	122
Idh3a	4	824
Idh3b	4	1609
Idh3g	3	2204
Idi1	3	2506
Ids	0	879
Idua	2	208
Ier2	3	1607
Ier3	3	413
Ier5	0	305
Ier5l	0	1338
Iffo1	0	95
Ifi27	1	58
Abhd1	4	5
Ifi27l2b	1	119
Ifi30	1	590
Ifi35	1	38
Ifi44	1	59
Ifi44l	1	42
Ifi47	1	95
Ifih1	0	28
Ifit1	5	94
Ifit1bl	0	409
Ifit2	1	5
Ifit3	5	2
Ifitm1	1	44
Ifitm10	3	2686
Ifitm2	1	106
Ifitm3	1	141
Ifnar1	2	390
Ifnar2	1	19
Ifngr1	1	53
Ifngr2	0	21
Ifnlr1	5	127
Ifrd1	2	38
Ifrd2	3	1535
Ift122	0	1188
Ift140	2	276
Ift22	0	511
Ift27	3	2272
Ift43	3	50
Ift46	3	3381
Ift52	4	2306
Ift57	0	330
1700030J22Rik	0	6
Ift74	0	128
Ift80	3	2662
Ift81	2	779
Igbp1	3	634
Igdcc3	5	62
Igdcc4	0	574
Igf1	2	6
Igf1r	2	1573
Igf2	1	333
Igf2r	2	1384
Igfbp1	2	17
Igfbp2	4	229
Igfbp3	1	6
Igfbp4	0	1310
Igfbp5	3	1192
Igfbp7	0	939
Igflr1	3	1832
Ighg1	1	25
AABR07060872.1	1	4
AABR07065781.1	1	2
AABR07065814.2	1	6
AABR07065823.2	5	3
Ighm	1	3
Ighmbp2	2	3155
Iglon5	1	2506
Igsf1	0	31
Igsf11	0	277
Igsf21	0	20
Igsf3	0	212
Igsf8	4	288
Igsf9	5	74
Igsf9b	0	249
Igtp	1	78
Ikbip	4	170
Ikbkb	2	1556
Ikbke	5	49
Ikbkg	1	84
Ikzf1	5	391
Ikzf2	1	1226
Ikzf3	5	81
Ikzf4	1	15
Ikzf5	3	658
Il10ra	3	1162
Il11ra1	1	289
Il12a	0	216
Il13ra1	3	2067
